,location_id,age_group_id,sex_id,1990,1995,2000,2005,2010,2016
44,7,2,1,-0.3918769309208878,-0.35554664394292507,-0.26072906967381,-0.2502875163818931,-0.31015064031530554,-0.43117031599595396
45,7,2,2,-0.6389787196815192,-0.5918546653260744,-0.47282842736505576,-0.46169676019183714,-0.5342790919464249,-0.6709832806634632
46,7,3,1,-3.2082356308570326,-3.178634939618437,-3.0735480199744796,-3.097510621750449,-3.1998376772415655,-3.3281005272520923
47,7,3,2,-3.4193629329927053,-3.3726937772791152,-3.2248882948930584,-3.213726811551152,-3.2975614074518895,-3.4303181038994786
48,7,4,1,-4.575976844713447,-4.449454181418238,-4.253480185314048,-4.267230246969178,-4.38437042938407,-4.592248591881071
49,7,4,2,-4.642350462342633,-4.543470912066546,-4.381550047387646,-4.403270314799313,-4.528072939480188,-4.750848138843528
50,7,5,1,-6.45588053193309,-6.402267642083647,-6.251358721443068,-6.31042565219142,-6.426405374619925,-6.601752528005964
51,7,5,2,-6.5873247055990065,-6.522772734075389,-6.355334851792831,-6.425881899962468,-6.55997968050621,-6.754884504112464
52,7,6,1,-7.46868261384259,-7.408229723268608,-7.290079180810556,-7.29160593584181,-7.374996481355161,-7.524324245341502
53,7,6,2,-7.742193360532982,-7.70367697615734,-7.620922827784382,-7.644966129040685,-7.710384325919463,-7.817112141216065
54,7,7,1,-7.474372431847869,-7.427020138206983,-7.319269598581267,-7.300506500449794,-7.352866762623001,-7.454847870019931
55,7,7,2,-7.842499577330817,-7.803881108826784,-7.710636846028924,-7.7217117846706005,-7.77032832928948,-7.859863714047247
56,7,8,1,-6.796412307060356,-6.7777554370258235,-6.659326568560606,-6.610388736029772,-6.5941859288658335,-6.577073884684541
57,7,8,2,-7.535348678522158,-7.525618140448662,-7.3775856330920755,-7.3385235205991854,-7.376061196624893,-7.437412046835268
58,7,9,1,-6.417096592669333,-6.385512805297232,-6.236560486932356,-6.176019900182569,-6.162990453703148,-6.164074656744355
59,7,9,2,-7.312336922608997,-7.29732326741732,-7.130577873448507,-7.094104918204972,-7.142683807951954,-7.217675295580347
60,7,10,1,-6.327750383623574,-6.289752158803076,-6.13080642621487,-6.062590686582497,-6.059419316831927,-6.081703269771636
61,7,10,2,-7.112634894597047,-7.096214733695746,-6.928004986920495,-6.893432545789556,-6.934352468034709,-7.001331453529715
62,7,11,1,-6.155448831539956,-6.1137103355486,-5.96067600622931,-5.897309501024708,-5.897763021971415,-5.925855535443654
63,7,11,2,-6.827901659138424,-6.817725132543787,-6.666537198304614,-6.629623304023932,-6.660729324566688,-6.7169361108396926
64,7,12,1,-5.894135516968623,-5.859431505142371,-5.718992213544723,-5.658828505482651,-5.664918993688317,-5.696450367918822
65,7,12,2,-6.462391798569426,-6.451920567424911,-6.309606319828098,-6.276255974563876,-6.304024016209791,-6.35752960302584
66,7,13,1,-5.567071844851802,-5.540366082278789,-5.42252043111256,-5.370769524937389,-5.371340124667267,-5.392900765577503
67,7,13,2,-6.052979630527949,-6.046581352082799,-5.9208492599619005,-5.890427909901185,-5.9092124614677815,-5.951389963325238
68,7,14,1,-5.167594178222876,-5.143832334337624,-5.035287341299214,-4.994533317063039,-4.999128514766894,-5.023253859432682
69,7,14,2,-5.623697344976029,-5.623132614973677,-5.514042599306356,-5.483157941532338,-5.496228642615964,-5.532189347731154
70,7,15,1,-4.7462297916306,-4.7302531422374035,-4.630069624118691,-4.592794581193739,-4.594630829060688,-4.616454669267119
71,7,15,2,-5.186202646395078,-5.183389976684374,-5.086661777219575,-5.0582819066955444,-5.072362502910112,-5.107078844368517
72,7,16,1,-4.303012382005091,-4.291514909555654,-4.213074574090455,-4.189674458877001,-4.189770549877696,-4.2075400654507105
73,7,16,2,-4.770140764290564,-4.768485467174424,-4.670617599313458,-4.635523314856036,-4.650488302713697,-4.6899800042305095
74,7,17,1,-3.8538482395089932,-3.8409484333281987,-3.7723108538925305,-3.758702734266173,-3.7593929679459235,-3.7769368088042894
75,7,17,2,-4.31100739243269,-4.312179634993757,-4.218766697037264,-4.188683755950419,-4.204175405026579,-4.241320623984526
76,7,18,1,-3.4247920829800904,-3.4131089621360826,-3.351044833493684,-3.3407259043162068,-3.3379558721190303,-3.351530665154141
77,7,18,2,-3.845101109967763,-3.8492346601552456,-3.761112153051489,-3.731127613937142,-3.74741809398729,-3.7868101039547626
78,7,19,1,-2.98798926698823,-2.9749899498754915,-2.9144362679938425,-2.90411492589064,-2.900022108761601,-2.9136293268772113
79,7,19,2,-3.3466527623682416,-3.354524598113193,-3.276878023492367,-3.252033875946895,-3.269595884665045,-3.310901583762556
80,7,20,1,-2.5650761086350276,-2.5485495617250087,-2.481365611313448,-2.4706773178878105,-2.467407021895636,-2.486597550545672
81,7,20,2,-2.842017317089514,-2.853589082993353,-2.7817298994822384,-2.7581291635530043,-2.771695003651639,-2.8129336322329594
82,7,30,1,-2.1233099378063307,-2.110065026937811,-2.0598121995299934,-2.0539558895835572,-2.0508158870657276,-2.063193545602233
83,7,30,2,-2.320551441657352,-2.3303722093117663,-2.2752049876131353,-2.2564610502269713,-2.266671851866455,-2.2982288052986948
84,7,31,1,-1.6788004281649969,-1.669774569401705,-1.6354342383698974,-1.6336286572952756,-1.6313042997214242,-1.6401470491949204
85,7,31,2,-1.824355331020303,-1.8311641831775645,-1.7916167551721902,-1.7782736954308742,-1.7866193704708824,-1.811123373614646
86,7,32,1,-1.2722961058177729,-1.2653405908785968,-1.2422561579512923,-1.2430603541709109,-1.2426641908050362,-1.250212219886363
87,7,32,2,-1.3924853139175963,-1.395017730312503,-1.3666304798131965,-1.3576788504690698,-1.3653322399867702,-1.3865560054377801
88,8,2,1,-1.8463077730239743,-1.7270922253018675,-1.7053634497845502,-1.9278515341326536,-2.1925999356504318,-2.377856452768479
89,8,2,2,-2.0283182042277472,-1.9272668660361356,-1.8984864261416514,-2.1013942837254427,-2.373200883480114,-2.5465344407791175
90,8,3,1,-4.247202925003861,-4.143799241971613,-4.1151487689000135,-4.287958746645457,-4.457796067506549,-4.590826813322387
91,8,3,2,-4.329422317877492,-4.263923253178151,-4.222890828253639,-4.370638612131496,-4.561259736158829,-4.669948105665073
92,8,4,1,-6.014379047087271,-5.875926576131504,-5.858864467243592,-6.052635946104068,-6.233846857772586,-6.329133328637219
93,8,4,2,-6.121629379967463,-6.0191439471389705,-6.008333720746365,-6.200535245633971,-6.428700314727743,-6.536875537842876
94,8,5,1,-7.080293568814348,-7.277250323054131,-7.483180160124774,-7.771166858782655,-8.077950771483842,-8.25240980881441
95,8,5,2,-7.292259191427537,-7.4476721460700315,-7.649634004881931,-7.967308896885701,-8.209692731759377,-8.377148663072255
96,8,6,1,-7.782760043427316,-8.008278905577384,-8.307977976578112,-8.606700326030522,-8.73564146752579,-8.894444061223863
97,8,6,2,-8.167389543927664,-8.337870108735181,-8.498183849947877,-8.78953003086624,-8.975039341018075,-8.943396207242742
98,8,7,1,-7.714090608065322,-7.867647908212849,-8.225485045474652,-8.510508144055972,-8.669256213331844,-8.761299819782819
99,8,7,2,-8.194015831709022,-8.254310568331329,-8.459491658799497,-8.792793926193927,-9.025965397504763,-9.064731955680703
100,8,8,1,-6.577046983894795,-6.670939672322193,-7.021514868987237,-7.291890411030891,-7.580474920818238,-7.688863926195995
101,8,8,2,-7.5719943943606784,-7.63982805118816,-7.848355169009152,-8.070119707401126,-8.356579960554674,-8.456913224826593
102,8,9,1,-6.518703477280038,-6.553215173475235,-6.8245478527296095,-7.012621121178835,-7.271257897782663,-7.362145723621681
103,8,9,2,-7.429480076752718,-7.487968006920288,-7.7029861826157795,-7.811819589389969,-8.097653397549044,-8.192901570107246
104,8,10,1,-6.359441338510807,-6.442206314538956,-6.633198708067326,-6.667554880193001,-6.973815895909336,-7.123509661767718
105,8,10,2,-7.269596893106863,-7.37479876547744,-7.5682109746670125,-7.614576034833468,-7.79328912129254,-7.9197871944779195
106,8,11,1,-6.19831000851154,-6.191613866439625,-6.2981609105482805,-6.323240910735352,-6.551483801884205,-6.65750370753127
107,8,11,2,-7.060622297871244,-7.125529099590097,-7.262727887680353,-7.334883887978526,-7.483890765156016,-7.566627476951805
108,8,12,1,-5.904874251197881,-5.87832641196165,-5.939714734773609,-5.945150777454875,-6.079341927128561,-6.14417209946212
109,8,12,2,-6.748022697304549,-6.816889324972115,-6.914239684295658,-7.028992513295424,-7.17547818920827,-7.21016011539265
110,8,13,1,-5.541171890845811,-5.5536304021348215,-5.581933351089483,-5.581617508806438,-5.65641991170178,-5.7331949524906936
111,8,13,2,-6.3847187939416425,-6.435340461370102,-6.531760228292522,-6.6392910680901505,-6.735599984718834,-6.807922936232566
112,8,14,1,-5.154195886899804,-5.174744505940612,-5.253180566607498,-5.263654802109837,-5.320851236815755,-5.359178910100335
113,8,14,2,-5.9376337369309224,-6.002223681902134,-6.135481983773265,-6.2520924527944635,-6.3385679769086645,-6.388020691437105
114,8,15,1,-4.784739607369329,-4.810018231503685,-4.893078771263966,-4.951543974188502,-5.020418260712764,-5.059753213682977
115,8,15,2,-5.497564448109496,-5.57768182692334,-5.702852318492604,-5.816478058246876,-5.948608054744304,-5.980241161934421
116,8,16,1,-4.4213674742708555,-4.429356433113814,-4.520670779682558,-4.58663140187791,-4.690203717133329,-4.752107100669279
117,8,16,2,-5.044248023350838,-5.106028573451403,-5.220760227557986,-5.376353660238653,-5.545719321769666,-5.594861797298034
118,8,17,1,-4.0358274848003335,-4.03190950018555,-4.1208406629206795,-4.203436934101326,-4.3359572991334625,-4.391049612767409
119,8,17,2,-4.5242714662682,-4.616707071202734,-4.756216154335417,-4.915946456918924,-5.084109776613069,-5.145523576847955
120,8,18,1,-3.5868479057787255,-3.6452010037665485,-3.7278110026953226,-3.8041709377959023,-3.93440741808801,-3.989347157873407
121,8,18,2,-3.9743827612236378,-4.093661491565989,-4.234840538314904,-4.3888135477292325,-4.602147827937028,-4.648955320138215
122,8,19,1,-3.119679082431236,-3.1889965346607414,-3.312357905851126,-3.376974994340115,-3.4790642951335617,-3.5367585352057627
123,8,19,2,-3.445282695038879,-3.539830026433955,-3.6932872754489328,-3.847449668960698,-4.030700504562741,-4.098458474647583
124,8,20,1,-2.5977276862520844,-2.7204345579754574,-2.840489699553914,-2.929931829282074,-3.006111608083238,-3.0520177884248847
125,8,20,2,-2.829420509641788,-2.9893860937165972,-3.161249505065545,-3.3145403713132175,-3.4543495165975067,-3.514829315856935
126,8,30,1,-2.1136036631850246,-2.1825568645858184,-2.3332366307235457,-2.4757690434275146,-2.556323694677696,-2.5795763617555636
127,8,30,2,-2.344112091438885,-2.4301060821060743,-2.58807191626148,-2.742186891963529,-2.869628398678223,-2.9218975830278633
128,8,31,1,-1.7048667337985568,-1.7599337292442603,-1.863521545210668,-2.0086452317564034,-2.1100233868368137,-2.1134751694951177
129,8,31,2,-1.8798540665981938,-1.932913635521334,-2.0392658170951754,-2.1857105757911537,-2.294852372459646,-2.340466509997096
130,8,32,1,-1.3707414171264356,-1.3902831129320048,-1.4642887602104893,-1.5678035625046673,-1.7004922202750656,-1.6895613199504482
131,8,32,2,-1.4809761627891158,-1.5183407671595444,-1.5781883036061481,-1.6719633963659966,-1.7655221122644982,-1.7940803102272764
132,10,2,1,0.5089077254782844,0.5039669381677322,0.4353887842282128,0.20186445501215003,-0.0641315660744835,-0.310310142150249
133,10,2,2,0.25057289302046976,0.2583300994782888,0.2078830486043041,-0.010506761313897665,-0.23961322519425066,-0.5011499442514612
134,10,3,1,-1.2553543349991754,-1.4093939095227106,-1.625848920475228,-2.0317106437825028,-2.434039557364585,-2.7965581765346346
135,10,3,2,-1.531463517701242,-1.671520510205819,-1.8977226078866531,-2.3148681507575124,-2.7498457382597885,-3.1417429952802203
136,10,4,1,-2.8331057661940218,-2.8846765403465935,-3.0470661846632314,-3.401205384633179,-3.7899791045112075,-4.228658756904794
137,10,4,2,-3.016151064452621,-3.0725560456034713,-3.245130216125094,-3.6305034226825836,-4.094427483659988,-4.571979954984318
138,10,5,1,-4.716398505227741,-4.870080761627539,-5.146529942956305,-5.647586921422283,-6.166801515376788,-6.62615508053406
139,10,5,2,-4.769563857526473,-4.914955017586621,-5.185947214875151,-5.703407786610535,-6.256630094849529,-6.742502926083277
140,10,6,1,-6.246608161523673,-6.328438037210133,-6.482852619020181,-6.778884908352147,-7.0881569544091185,-7.357706727624082
141,10,6,2,-6.360438998599398,-6.423785389504611,-6.561830210444924,-6.892105669696265,-7.294895952233914,-7.661476815691857
142,10,7,1,-6.498619126351004,-6.563456989619684,-6.668823410197595,-6.875461243912554,-7.045941791018876,-7.264719796193162
143,10,7,2,-6.739148935153757,-6.793585058347478,-6.908344253493578,-7.157260262497765,-7.408262749774233,-7.708000080035487
144,10,8,1,-6.072660599377774,-6.1103040781251,-6.16312510864045,-6.3072587730411165,-6.367182903312033,-6.420457982052696
145,10,8,2,-6.393130051483572,-6.441345689297341,-6.547502609136125,-6.801813127661132,-7.066426839387487,-7.287485917418625
146,10,9,1,-5.6440231155789204,-5.64727216048648,-5.661086627161802,-5.8104955095526165,-5.904619566442452,-5.977983829023748
147,10,9,2,-6.032775941368923,-6.081847260813321,-6.177885435815141,-6.470600767961914,-6.78510476495567,-7.0419762803069474
148,10,10,1,-5.4963319981189045,-5.482055935545744,-5.3885885031916345,-5.540124485406169,-5.711893417705847,-5.8389905524348595
149,10,10,2,-5.870851268420363,-5.919950375014522,-5.965523249758289,-6.229997434593947,-6.562349760287535,-6.797310716556621
150,10,11,1,-5.285995744583713,-5.275694683285465,-5.161978955309351,-5.228547063909412,-5.476131848262136,-5.663206086936427
151,10,11,2,-5.651140916893684,-5.702237727126262,-5.744635156209799,-5.943941798749807,-6.264426849246801,-6.494663328875213
152,10,12,1,-5.023875547972081,-5.026452579379706,-4.929138270498195,-4.9854286918485196,-5.178259854990594,-5.419309106628854
153,10,12,2,-5.372150090456494,-5.425377790561091,-5.473638183504546,-5.665652506451854,-5.932599161610123,-6.118567390809204
154,10,13,1,-4.736420906423128,-4.753288667856869,-4.67928395447892,-4.741077528647225,-4.92700724843109,-5.119745861147285
155,10,13,2,-5.096576493590334,-5.1444125888425125,-5.196093970918607,-5.365082177323155,-5.590591526931012,-5.733363511382859
156,10,14,1,-4.434316252629069,-4.463953086242064,-4.421562357787671,-4.489685744609914,-4.642078897262412,-4.8023220122472345
157,10,14,2,-4.760742306506837,-4.803820487135736,-4.855504476846365,-5.008692609367783,-5.201225103049452,-5.326024525987069
158,10,15,1,-4.120162733170139,-4.156639506119969,-4.145227269152219,-4.22382385639257,-4.333988786405962,-4.455101631112923
159,10,15,2,-4.353468499472447,-4.394782146274689,-4.448845176025087,-4.590180075315406,-4.7641005554564275,-4.9014486397963255
160,10,16,1,-3.7786516402717107,-3.818270884585736,-3.8241219006320475,-3.919803851023969,-4.021842639097388,-4.097524295166936
161,10,16,2,-3.9637986705272175,-4.004546822509066,-4.060958504086587,-4.191130289959236,-4.35339577692901,-4.494874677238676
162,10,17,1,-3.4027649525516606,-3.445376713628531,-3.457165320843634,-3.5488410345395125,-3.6406578416651216,-3.699334837337544
163,10,17,2,-3.545799079323282,-3.5865678292773144,-3.6455872315770135,-3.7755358373649366,-3.93675472229483,-4.075292594794673
164,10,18,1,-3.037111404589726,-3.078738490674412,-3.0931108551357656,-3.1704061339757965,-3.240335300315093,-3.288781028980813
165,10,18,2,-3.109539107363772,-3.1499733423515424,-3.2088789340643102,-3.3295742303504534,-3.481534115624185,-3.628769164758356
166,10,19,1,-2.625931805201382,-2.6664849036854514,-2.6811926754768622,-2.7516537361360536,-2.8094378204525965,-2.850431470326355
167,10,19,2,-2.6716075631298333,-2.7143408805761924,-2.7761874486757954,-2.8966155636231483,-3.0410545985062245,-3.17336294143334
168,10,20,1,-2.2698035495795224,-2.3043500074707426,-2.3150954929790233,-2.3636135261015365,-2.3843270954021625,-2.416864879918673
169,10,20,2,-2.258447953037803,-2.2984727348118983,-2.3541222333538196,-2.453404715216526,-2.5799002850406785,-2.6973499352122134
170,10,30,1,-1.9221267988133235,-1.9490378782386197,-1.959920396746019,-1.993194191160112,-1.9899456179655146,-2.01029496460886
171,10,30,2,-1.8732192712606794,-1.9034947281483188,-1.9461776473477916,-2.0242805285300562,-2.120596457445553,-2.207148984928108
172,10,31,1,-1.550841154190924,-1.5691025663111702,-1.5769307761970688,-1.6014856339181314,-1.5985062326870532,-1.6090462022375576
173,10,31,2,-1.5029544809877626,-1.5227551130176695,-1.5507590698023046,-1.6047760604765346,-1.674456433798684,-1.736386106244159
174,10,32,1,-1.1998961235624255,-1.2101636292014697,-1.2141522771872957,-1.2289271933053403,-1.2261865078824425,-1.2339001724512755
175,10,32,2,-1.1759388238661759,-1.1871623262559765,-1.2025010999709167,-1.2324766570794885,-1.2783112091918516,-1.3237578323999866
176,11,2,1,0.2903727885088696,0.2312609648735793,0.10897969917901945,-0.013688814704024579,-0.1585229411362703,-0.36686553919233716
177,11,2,2,-0.013584943250070397,-0.07934321221295587,-0.18629462171332162,-0.3492594613863594,-0.5157660629997096,-0.7655886090379498
178,11,3,1,-1.4882732833749912,-1.8012763701166223,-2.0916035484914004,-2.3342594939500336,-2.5873453882715554,-2.8949939384773575
179,11,3,2,-1.8066200775136871,-2.236158674207232,-2.6300192653089276,-2.9405607564041776,-3.204441653153967,-3.4738265038813734
180,11,4,1,-3.264546580142021,-3.527731377593291,-3.7739202427872667,-3.988497265071612,-4.271779637543947,-4.704685664891797
181,11,4,2,-3.4726557586206948,-3.7300849419583573,-3.981953448962727,-4.242436812501859,-4.518157350912024,-4.956174689760719
182,11,5,1,-5.022216952145038,-5.408029647469059,-5.765860931498818,-6.023522133703765,-6.325194050562906,-6.712209818626025
183,11,5,2,-5.102857424653862,-5.517254413480319,-5.875177375964156,-6.234685980648034,-6.541122860852384,-6.915874436451465
184,11,6,1,-6.485243528104308,-6.690266378562198,-6.899246171093022,-7.0582141183864335,-7.248396312836277,-7.5073280350916844
185,11,6,2,-6.689674283453707,-7.013963597666741,-7.231930449718572,-7.465442334426465,-7.6599657582512855,-7.8776549044307265
186,11,7,1,-6.786675552914897,-6.909870072489409,-7.047535205850716,-7.142766410969515,-7.273453847268368,-7.456471795312752
187,11,7,2,-7.0293756474916025,-7.2610408452178685,-7.423866819625344,-7.592123771755064,-7.7375445486867545,-7.930011803398886
188,11,8,1,-6.540501431369669,-6.621563762326911,-6.643599327406556,-6.688697393091734,-6.753039494876383,-6.809072089974647
189,11,8,2,-6.628212701264757,-6.835365005946374,-6.996250725048623,-7.1701445939973905,-7.301505604047359,-7.439899304718124
190,11,9,1,-6.116309925595798,-6.22807855676801,-6.245106807960292,-6.2619856119438095,-6.324604101079187,-6.421065899331266
191,11,9,2,-6.311133028444402,-6.528099044402666,-6.703360314885815,-6.887018746685529,-7.050520770957543,-7.215920486825538
192,11,10,1,-5.9645121885789845,-6.082072343827008,-6.105707479075771,-6.111926884027511,-6.182639354041867,-6.3097902532100685
193,11,10,2,-6.19121036831821,-6.394518337243488,-6.527297095337979,-6.673677595796806,-6.8203897780384635,-6.990497331275711
194,11,11,1,-5.770704977438785,-5.884024306918422,-5.920797659578204,-5.929222705534767,-6.001644411644911,-6.135098838782145
195,11,11,2,-5.98965285047385,-6.168544650920487,-6.266116760726063,-6.38723094271325,-6.530549230322915,-6.696973386600156
196,11,12,1,-5.509658334812057,-5.623465258282088,-5.666724126491402,-5.6746995071963635,-5.7482712963118505,-5.873305686424006
197,11,12,2,-5.731489282959876,-5.886025166781655,-5.954169456984951,-6.043788551863433,-6.159927532179563,-6.324832915384193
198,11,13,1,-5.248533854681355,-5.343095271120755,-5.38247285094495,-5.39423208539407,-5.4624529953766645,-5.562773827424075
199,11,13,2,-5.45947490587103,-5.571524116693437,-5.614135182732265,-5.677038381516635,-5.772476915073849,-5.911741159049066
200,11,14,1,-4.912973092805672,-4.9954565501749935,-5.029527794248431,-5.041186766174325,-5.086781400674751,-5.185640921750065
201,11,14,2,-5.133111689606977,-5.205677567974615,-5.2224652146078965,-5.275697647841389,-5.356293260976798,-5.487823078274875
202,11,15,1,-4.5558354437758215,-4.6157577131899,-4.651892272790559,-4.673331032145206,-4.7088830062218845,-4.786468805703025
203,11,15,2,-4.717040115651542,-4.77269345920645,-4.781387351714647,-4.833826650454018,-4.925586294973569,-5.064185706037149
204,11,16,1,-4.187797779368708,-4.232742099424671,-4.263967138797035,-4.2880865135605895,-4.304495710433462,-4.362698896119513
205,11,16,2,-4.307833539501512,-4.351809896694288,-4.36105677359743,-4.413290856652528,-4.508145407575703,-4.6508333624681395
206,11,17,1,-3.74760326975809,-3.7889274234177224,-3.83189841969594,-3.8664538636528176,-3.8749456006306966,-3.930274738893624
207,11,17,2,-3.8550321796422353,-3.9016143489291553,-3.9279291973023525,-3.991259446123108,-4.081802105469577,-4.209189163450388
208,11,18,1,-3.339115610167922,-3.3747972492173273,-3.42446981091273,-3.4568632090130196,-3.4633908424028883,-3.5096064548195947
209,11,18,2,-3.414567964300257,-3.4507009660932653,-3.4687635692620784,-3.5317278196860427,-3.628262849624699,-3.760073724248959
210,11,19,1,-2.887130800626507,-2.9288784373425503,-2.9962888357019737,-3.029714185511577,-3.0343672756178264,-3.077076267352348
211,11,19,2,-2.9412824616785196,-2.981520452319471,-3.013892604905189,-3.077373153758188,-3.1638626326800585,-3.2887042887670606
212,11,20,1,-2.4668201670729677,-2.5078821901428365,-2.581230822442758,-2.613142901324509,-2.6102625833662847,-2.657247593520367
213,11,20,2,-2.5056638792334796,-2.524966847326773,-2.5468430662528596,-2.608397165099941,-2.6836063018018397,-2.798275730817403
214,11,30,1,-2.0460739526629785,-2.0766932594774006,-2.133525289840458,-2.158201576251681,-2.1574172737626665,-2.198296218434481
215,11,30,2,-2.072087187456174,-2.0855626147383637,-2.0996551381015394,-2.1412794791721317,-2.1978976945718043,-2.2844433358264515
216,11,31,1,-1.6301224700626329,-1.6513049662240338,-1.6921461666056263,-1.7094717195163693,-1.705872401742054,-1.7388638858307155
